Rating,RatingSource,imdbID
 8.3/10, Internet Movie Database,tt0343107
90%, Rotten Tomatoes,tt0343107
 80/100, Metacritic,tt0343107
 6.3/10, Internet Movie Database,tt0466641
 7.7/10, Internet Movie Database,tt0816599
 7.8/10, Internet Movie Database,tt0092965
71%, Rotten Tomatoes,tt0092965
 62/100, Metacritic,tt0092965
 8.2/10, Internet Movie Database,tt0839888
 2.2/10, Internet Movie Database,tt4550436
 5.2/10, Internet Movie Database,tt1219127
 6.7/10, Internet Movie Database,tt0060583
 7.4/10, Internet Movie Database,tt0420528
 6.2/10, Internet Movie Database,tt1684914
 5.1/10, Internet Movie Database,tt0105801
 7.4/10, Internet Movie Database,tt0204599
 7.9/10, Internet Movie Database,tt4288286
 6.2/10, Internet Movie Database,tt2086840
 3.4/10, Internet Movie Database,tt0378491
 7.7/10, Internet Movie Database,tt0062376
92%, Rotten Tomatoes,tt0062376
 6.0/10, Internet Movie Database,tt0001446
 9.0/10, Internet Movie Database,tt3484218
 6.6/10, Internet Movie Database,tt0484300
 7.0/10, Internet Movie Database,tt0443966
 4.2/10, Internet Movie Database,tt0477253
 6.0/10, Internet Movie Database,tt7410046
 6.7/10, Internet Movie Database,tt0195947
 5.6/10, Internet Movie Database,tt0069732
 4.6/10, Internet Movie Database,tt0865863
100%, Rotten Tomatoes,tt4016416
 6.1/10, Internet Movie Database,tt0466094
 6.4/10, Internet Movie Database,tt1644561
 8.2/10, Internet Movie Database,tt0384035
 6.8/10, Internet Movie Database,tt2938264
 7.0/10, Internet Movie Database,tt0382836
 8.0/10, Internet Movie Database,tt0179768
 6.8/10, Internet Movie Database,tt0084116
57%, Rotten Tomatoes,tt0084116
 7.7/10, Internet Movie Database,tt2499604
 8.5/10, Internet Movie Database,tt3735216
 7.4/10, Internet Movie Database,tt1043636
 3.4/10, Internet Movie Database,tt0165642
 4.7/10, Internet Movie Database,tt0294758
 5.2/10, Internet Movie Database,tt0155350
 7.0/10, Internet Movie Database,tt0291345
 7.1/10, Internet Movie Database,tt0782867
67%, Rotten Tomatoes,tt0782867
 4.3/10, Internet Movie Database,tt0240102
 5.1/10, Internet Movie Database,tt0378306
 5.6/10, Internet Movie Database,tt0014112
 6.1/10, Internet Movie Database,tt0025808
 5.6/10, Internet Movie Database,tt0022382
 4.5/10, Internet Movie Database,tt0137388
 7.3/10, Internet Movie Database,tt0140384
 5.0/10, Internet Movie Database,tt0089197
 8.0/10, Internet Movie Database,tt0488004
 7.8/10, Internet Movie Database,tt0923811
67%, Rotten Tomatoes,tt0923811
 6.8/10, Internet Movie Database,tt3238134
 6.4/10, Internet Movie Database,tt0090021
47%, Rotten Tomatoes,tt0090021
 26/100, Metacritic,tt0090021
 6.9/10, Internet Movie Database,tt0436129
 6.2/10, Internet Movie Database,tt0312490
 5.6/10, Internet Movie Database,tt1340558
 5.1/10, Internet Movie Database,tt2034741
 5.3/10, Internet Movie Database,tt1151384
42%, Rotten Tomatoes,tt1151384
 34/100, Metacritic,tt1151384
 5.5/10, Internet Movie Database,tt0430225
 5.8/10, Internet Movie Database,tt1391837
 7.6/10, Internet Movie Database,tt0422693
 6.5/10, Internet Movie Database,tt1345908
 6.4/10, Internet Movie Database,tt4086566
 7.6/10, Internet Movie Database,tt0194898
 5.3/10, Internet Movie Database,tt0367949
 6.5/10, Internet Movie Database,tt0093096
 5.8/10, Internet Movie Database,tt0358503
 8.2/10, Internet Movie Database,tt0488488
 2.7/10, Internet Movie Database,tt1370426
 4.6/10, Internet Movie Database,tt0380522
 8.3/10, Internet Movie Database,tt5442474
 6.1/10, Internet Movie Database,tt0021301
 5.4/10, Internet Movie Database,tt5895892
 9.3/10, Internet Movie Database,tt0992967
 5.0/10, Internet Movie Database,tt0166129
43%, Rotten Tomatoes,tt3462264
 6.1/10, Internet Movie Database,tt0088183
 8.0/10, Internet Movie Database,tt2198229
 8.1/10, Internet Movie Database,tt0313601
 7.6/10, Internet Movie Database,tt1186019
 7.2/10, Internet Movie Database,tt1667835
 8.6/10, Internet Movie Database,tt1486539
 6.2/10, Internet Movie Database,tt0184284
 5.8/10, Internet Movie Database,tt0498773
 6.4/10, Internet Movie Database,tt0161892
 6.6/10, Internet Movie Database,tt0034297
 7.5/10, Internet Movie Database,tt0388986
 7.8/10, Internet Movie Database,tt0788028
 5.2/10, Internet Movie Database,tt6974254
 8.3/10, Internet Movie Database,tt2304975
 7.6/10, Internet Movie Database,tt0041446
 7.9/10, Internet Movie Database,tt0936462
 4.5/10, Internet Movie Database,tt0331473
 4.9/10, Internet Movie Database,tt0080735
 5.2/10, Internet Movie Database,tt0061498
 6.5/10, Internet Movie Database,tt2149221
83%, Rotten Tomatoes,tt2149221
 7.0/10, Internet Movie Database,tt0093067
 6.0/10, Internet Movie Database,tt3973298
 7.1/10, Internet Movie Database,tt0412587
 7.3/10, Internet Movie Database,tt1427932
 6.3/10, Internet Movie Database,tt0020599
 7.7/10, Internet Movie Database,tt2225178
 7.3/10, Internet Movie Database,tt0033978
 6.8/10, Internet Movie Database,tt0123586
 7.0/10, Internet Movie Database,tt2123894
 5.6/10, Internet Movie Database,tt5341052
 8.0/10, Internet Movie Database,tt0424949
 5.1/10, Internet Movie Database,tt0234953
 1.9/10, Internet Movie Database,tt0396007
 5.9/10, Internet Movie Database,tt1167825
 2.6/10, Internet Movie Database,tt5419896
 7.3/10, Internet Movie Database,tt0075837
 8.6/10, Internet Movie Database,tt4625074
 5.8/10, Internet Movie Database,tt0087386
22%, Rotten Tomatoes,tt0087386
 7.9/10, Internet Movie Database,tt1059955
86%, Rotten Tomatoes,tt1059955
 6.8/10, Internet Movie Database,tt2204668
 6.1/10, Internet Movie Database,tt5079608
 5.0/10, Internet Movie Database,tt0061670
 8.7/10, Internet Movie Database,tt1726750
 7.7/10, Internet Movie Database,tt0251912
 7.6/10, Internet Movie Database,tt0006276
 7.0/10, Internet Movie Database,tt1322401
 6.1/10, Internet Movie Database,tt0059258
 7.1/10, Internet Movie Database,tt0068828
75%, Rotten Tomatoes,tt0068828
 5.7/10, Internet Movie Database,tt1319722
40%, Rotten Tomatoes,tt1319722
 54/100, Metacritic,tt1319722
 6.6/10, Internet Movie Database,tt0015730
 7.3/10, Internet Movie Database,tt0096256
83%, Rotten Tomatoes,tt0096256
 52/100, Metacritic,tt0096256
 7.0/10, Internet Movie Database,tt3696746
 5.9/10, Internet Movie Database,tt0795992
 7.4/10, Internet Movie Database,tt1832489
 7.3/10, Internet Movie Database,tt1093819
 5.9/10, Internet Movie Database,tt0358934
 6.5/10, Internet Movie Database,tt0118041
 6.9/10, Internet Movie Database,tt0263300
 5.8/10, Internet Movie Database,tt0317408
 5.7/10, Internet Movie Database,tt2216582
 5.9/10, Internet Movie Database,tt2364757
 7.6/10, Internet Movie Database,tt1726795
 7.6/10, Internet Movie Database,tt0186443
 7.6/10, Internet Movie Database,tt1528788
 6.4/10, Internet Movie Database,tt0288115
 8.1/10, Internet Movie Database,tt3580334
 7.8/10, Internet Movie Database,tt0064586
 5.9/10, Internet Movie Database,tt0192671
 8.0/10, Internet Movie Database,tt3985950
 6.1/10, Internet Movie Database,tt0125776
 7.2/10, Internet Movie Database,tt2058664
 6.3/10, Internet Movie Database,tt0464165
 8.4/10, Internet Movie Database,tt0022216
 8.3/10, Internet Movie Database,tt1813653
 6.0/10, Internet Movie Database,tt0058885
 8.0/10, Internet Movie Database,tt0933769
 6.9/10, Internet Movie Database,tt1511532
 5.9/10, Internet Movie Database,tt0813553
 4.8/10, Internet Movie Database,tt0151812
 5.3/10, Internet Movie Database,tt0111675
 4.1/10, Internet Movie Database,tt1756660
 4.6/10, Internet Movie Database,tt0113075
 7.5/10, Internet Movie Database,tt0217641
 6.6/10, Internet Movie Database,tt0350541
 7.2/10, Internet Movie Database,tt5986050
 3.7/10, Internet Movie Database,tt0128318
 7.8/10, Internet Movie Database,tt0101266
 6.4/10, Internet Movie Database,tt0172467
 6.3/10, Internet Movie Database,tt5467446
 7.5/10, Internet Movie Database,tt1381085
 7.5/10, Internet Movie Database,tt2082443
 4.8/10, Internet Movie Database,tt0357306
 6.0/10, Internet Movie Database,tt4838486
 7.0/10, Internet Movie Database,tt2265240
 7.5/10, Internet Movie Database,tt0995831
 6.5/10, Internet Movie Database,tt0111238
 6.3/10, Internet Movie Database,tt0496869
 8.2/10, Internet Movie Database,tt1367263
 5.7/10, Internet Movie Database,tt0089202
 6.3/10, Internet Movie Database,tt0053630
 8.3/10, Internet Movie Database,tt3257608
 6.8/10, Internet Movie Database,tt0436524
60%, Rotten Tomatoes,tt0436524
 6.3/10, Internet Movie Database,tt0148031
 4.0/10, Internet Movie Database,tt0097073
 5.7/10, Internet Movie Database,tt6425734
 6.9/10, Internet Movie Database,tt0051876
60%, Rotten Tomatoes,tt0051876
 8.7/10, Internet Movie Database,tt0078617
 6.5/10, Internet Movie Database,tt0413256
 4.7/10, Internet Movie Database,tt1283947
 4.5/10, Internet Movie Database,tt0426592
17%, Rotten Tomatoes,tt0426592
 33/100, Metacritic,tt0426592
 6.8/10, Internet Movie Database,tt0131269
 6.6/10, Internet Movie Database,tt1425617
 7.1/10, Internet Movie Database,tt2076824
 5.9/10, Internet Movie Database,tt1690455
71%, Rotten Tomatoes,tt1690455
 66/100, Metacritic,tt1690455
 5.6/10, Internet Movie Database,tt4206790
 7.4/10, Internet Movie Database,tt0070291
92%, Rotten Tomatoes,tt0070291
 7.7/10, Internet Movie Database,tt0377992
37%, Rotten Tomatoes,tt0377992
 52/100, Metacritic,tt0377992
 9.0/10, Internet Movie Database,tt1690995
 6.7/10, Internet Movie Database,tt2087820
 7.4/10, Internet Movie Database,tt0040019
 6.4/10, Internet Movie Database,tt1326962
 5.5/10, Internet Movie Database,tt0073399
 8.2/10, Internet Movie Database,tt0470988
 6.6/10, Internet Movie Database,tt0392758
 8.3/10, Internet Movie Database,tt1438502
 6.6/10, Internet Movie Database,tt2602602
 6.1/10, Internet Movie Database,tt1623234
 7.9/10, Internet Movie Database,tt0059458
 7.7/10, Internet Movie Database,tt0350890
 6.9/10, Internet Movie Database,tt3280522
 6.2/10, Internet Movie Database,tt0053762
 6.3/10, Internet Movie Database,tt0026079
 7.2/10, Internet Movie Database,tt0044726
 7.2/10, Internet Movie Database,tt0386266
 7.2/10, Internet Movie Database,tt2327118
 4.9/10, Internet Movie Database,tt3402232
64%, Rotten Tomatoes,tt3402232
 5.0/10, Internet Movie Database,tt1947601
 6.8/10, Internet Movie Database,tt1592787
 5.5/10, Internet Movie Database,tt0126856
 4.5/10, Internet Movie Database,tt0887134
 8.8/10, Internet Movie Database,tt0210561
 5.4/10, Internet Movie Database,tt3425492
 5.7/10, Internet Movie Database,tt0454183
 8.3/10, Internet Movie Database,tt0383302
 6.7/10, Internet Movie Database,tt1966551
 8.2/10, Internet Movie Database,tt2254662
 9.7/10, Internet Movie Database,tt5980720
 7.6/10, Internet Movie Database,tt1419940
 7.8/10, Internet Movie Database,tt3407562
 8.2/10, Internet Movie Database,tt1485055
 8.3/10, Internet Movie Database,tt1182291
 5.4/10, Internet Movie Database,tt0484452
 6.8/10, Internet Movie Database,tt1715795
 7.9/10, Internet Movie Database,tt1541619
 7.7/10, Internet Movie Database,tt0819611
 8.7/10, Internet Movie Database,tt3433408
 6.2/10, Internet Movie Database,tt2309838
 7.2/10, Internet Movie Database,tt0313362
 8.2/10, Internet Movie Database,tt0182044
 6.8/10, Internet Movie Database,tt0230652
 7.1/10, Internet Movie Database,tt0196452
 8.6/10, Internet Movie Database,tt1566533
 8.1/10, Internet Movie Database,tt0389220
 5.8/10, Internet Movie Database,tt0022177
 7.3/10, Internet Movie Database,tt1607606
 5.9/10, Internet Movie Database,tt0342612
 4.2/10, Internet Movie Database,tt0981071
 8.5/10, Internet Movie Database,tt3375972
 4.9/10, Internet Movie Database,tt0100253
 5.4/10, Internet Movie Database,tt0116485
 5.8/10, Internet Movie Database,tt0484024
 7.6/10, Internet Movie Database,tt0070326
 7.3/10, Internet Movie Database,tt0105821
 6.1/10, Internet Movie Database,tt0020906
 5.9/10, Internet Movie Database,tt1185834
18%, Rotten Tomatoes,tt1185834
 35/100, Metacritic,tt1185834
 6.4/10, Internet Movie Database,tt0139308
 6.7/10, Internet Movie Database,tt0480389
 7.2/10, Internet Movie Database,tt0103150
 4.6/10, Internet Movie Database,tt1808493
 5.7/10, Internet Movie Database,tt0068639
 7.0/10, Internet Movie Database,tt0040561
 5.4/10, Internet Movie Database,tt0031690
 6.3/10, Internet Movie Database,tt0048516
 7.3/10, Internet Movie Database,tt0481520
 8.6/10, Internet Movie Database,tt5652478
 5.0/10, Internet Movie Database,tt1104779
 6.0/10, Internet Movie Database,tt0040821
 7.0/10, Internet Movie Database,tt0816711
66%, Rotten Tomatoes,tt0816711
 63/100, Metacritic,tt0816711
 6.4/10, Internet Movie Database,tt0415838
83%, Rotten Tomatoes,tt0415838
 8.4/10, Internet Movie Database,tt1774617
 7.5/10, Internet Movie Database,tt1833111
 8.2/10, Internet Movie Database,tt1405445
 5.0/10, Internet Movie Database,tt0210013
 7.2/10, Internet Movie Database,tt0308807
 6.4/10, Internet Movie Database,tt0206685
 6.2/10, Internet Movie Database,tt6903636
86%, Rotten Tomatoes,tt6903636
 6.6/10, Internet Movie Database,tt0299891
 2.9/10, Internet Movie Database,tt1773752
 7.1/10, Internet Movie Database,tt4042994
 7.9/10, Internet Movie Database,tt3908514
 7.1/10, Internet Movie Database,tt2132443
 7.3/10, Internet Movie Database,tt0108071
85%, Rotten Tomatoes,tt0108071
 5.1/10, Internet Movie Database,tt3891538
 6.6/10, Internet Movie Database,tt0291272
 6.2/10, Internet Movie Database,tt2950236
50%, Rotten Tomatoes,tt2950236
 8.0/10, Internet Movie Database,tt0248115
 6.0/10, Internet Movie Database,tt0055523
 6.2/10, Internet Movie Database,tt0188253
 2.8/10, Internet Movie Database,tt0467486
 7.3/10, Internet Movie Database,tt0055760
 6.1/10, Internet Movie Database,tt0037494
 6.8/10, Internet Movie Database,tt0435131
 8.2/10, Internet Movie Database,tt5306934
 7.6/10, Internet Movie Database,tt0395806
 6.1/10, Internet Movie Database,tt0110395
83%, Rotten Tomatoes,tt0110395
 8.9/10, Internet Movie Database,tt1307003
 7.2/10, Internet Movie Database,tt0059179
 5.6/10, Internet Movie Database,tt2758904
11%, Rotten Tomatoes,tt2758904
 22/100, Metacritic,tt2758904
 7.4/10, Internet Movie Database,tt6765840
 5.7/10, Internet Movie Database,tt0404075
 5.9/10, Internet Movie Database,tt3209272
 5.9/10, Internet Movie Database,tt0028431
 7.7/10, Internet Movie Database,tt0377305
 6.3/10, Internet Movie Database,tt1410201
 5.8/10, Internet Movie Database,tt0107503
 5.5/10, Internet Movie Database,tt0288495
 5.4/10, Internet Movie Database,tt0098557
 7.3/10, Internet Movie Database,tt0397381
 8.6/10, Internet Movie Database,tt0291721
 6.8/10, Internet Movie Database,tt0263957
56%, Rotten Tomatoes,tt0263957
 50/100, Metacritic,tt0263957
 8.2/10, Internet Movie Database,tt0090257
 7.9/10, Internet Movie Database,tt2372307
 5.5/10, Internet Movie Database,tt0267365
 6.8/10, Internet Movie Database,tt2174692
 7.9/10, Internet Movie Database,tt0170024
 6.5/10, Internet Movie Database,tt0172919
 6.3/10, Internet Movie Database,tt0059562
 5.2/10, Internet Movie Database,tt0140814
 6.1/10, Internet Movie Database,tt0053559
36%, Rotten Tomatoes,tt0053559
 6.8/10, Internet Movie Database,tt0378919
 4.9/10, Internet Movie Database,tt0065144
 6.7/10, Internet Movie Database,tt0289511
 6.4/10, Internet Movie Database,tt0033083
 4.5/10, Internet Movie Database,tt0163800
 6.8/10, Internet Movie Database,tt0435289
 7.1/10, Internet Movie Database,tt5670068
 6.5/10, Internet Movie Database,tt0067224
 7.8/10, Internet Movie Database,tt2179127
 7.8/10, Internet Movie Database,tt1182050
 6.2/10, Internet Movie Database,tt0815494
 7.4/10, Internet Movie Database,tt2395417
63%, Rotten Tomatoes,tt2395417
 45/100, Metacritic,tt2395417
 5.5/10, Internet Movie Database,tt0385940
 6.7/10, Internet Movie Database,tt1937114
 7.8/10, Internet Movie Database,tt3026688
 8.1/10, Internet Movie Database,tt2056694
 7.4/10, Internet Movie Database,tt0044789
83%, Rotten Tomatoes,tt0044789
 8.0/10, Internet Movie Database,tt0370584
 6.0/10, Internet Movie Database,tt1215519
 7.9/10, Internet Movie Database,tt0251640
 6.3/10, Internet Movie Database,tt0058154
 5.9/10, Internet Movie Database,tt2499388
 4.2/10, Internet Movie Database,tt0194310
 5.8/10, Internet Movie Database,tt1583373
 7.0/10, Internet Movie Database,tt1506940
 6.4/10, Internet Movie Database,tt0991273
 4.8/10, Internet Movie Database,tt0409669
 6.2/10, Internet Movie Database,tt0194422
 8.0/10, Internet Movie Database,tt2722978
 8.6/10, Internet Movie Database,tt0145181
 5.8/10, Internet Movie Database,tt0033932
 6.5/10, Internet Movie Database,tt2690460
 6.7/10, Internet Movie Database,tt0195913
 6.6/10, Internet Movie Database,tt6189676
 6.2/10, Internet Movie Database,tt0271639
 7.2/10, Internet Movie Database,tt0300167
 6.4/10, Internet Movie Database,tt0015493
 6.9/10, Internet Movie Database,tt0301235
94%, Rotten Tomatoes,tt0301235
 64/100, Metacritic,tt0301235
97%, Rotten Tomatoes,tt4318582
 8.2/10, Internet Movie Database,tt2525618
 7.3/10, Internet Movie Database,tt0090180
91%, Rotten Tomatoes,tt0090180
 5.0/10, Internet Movie Database,tt0388770
 5.9/10, Internet Movie Database,tt0178256
 6.1/10, Internet Movie Database,tt0051121
 5.3/10, Internet Movie Database,tt0000974
 3.3/10, Internet Movie Database,tt0475022
 7.4/10, Internet Movie Database,tt1493062
 8.5/10, Internet Movie Database,tt0228415
 5.9/10, Internet Movie Database,tt4106028
 7.4/10, Internet Movie Database,tt0064507
 6.8/10, Internet Movie Database,tt0333373
 7.4/10, Internet Movie Database,tt0063823
96%, Rotten Tomatoes,tt0063823
 7.1/10, Internet Movie Database,tt0314886
 5.2/10, Internet Movie Database,tt1112728
 6.7/10, Internet Movie Database,tt0290500
 3.1/10, Internet Movie Database,tt3421786
 7.6/10, Internet Movie Database,tt3157654
 6.6/10, Internet Movie Database,tt1233475
 6.7/10, Internet Movie Database,tt4211840
 2.6/10, Internet Movie Database,tt1498870
 6.4/10, Internet Movie Database,tt0060280
 7.4/10, Internet Movie Database,tt0107919
 5.4/10, Internet Movie Database,tt0478761
 7.6/10, Internet Movie Database,tt5749224
 7.2/10, Internet Movie Database,tt0110547
 2.6/10, Internet Movie Database,tt1366917
 6.6/10, Internet Movie Database,tt0137087
 5.6/10, Internet Movie Database,tt0280674
11%, Rotten Tomatoes,tt0280674
 20/100, Metacritic,tt0280674
 6.0/10, Internet Movie Database,tt1134574
 6.3/10, Internet Movie Database,tt0468579
 7.4/10, Internet Movie Database,tt0264356
 8.6/10, Internet Movie Database,tt0289629
 7.2/10, Internet Movie Database,tt3995006
100%, Rotten Tomatoes,tt3995006
 2.5/10, Internet Movie Database,tt1874649
 7.4/10, Internet Movie Database,tt0019909
 6.3/10, Internet Movie Database,tt0473696
 7.9/10, Internet Movie Database,tt6602418
 5.3/10, Internet Movie Database,tt1112127
 8.2/10, Internet Movie Database,tt0019379
 6.4/10, Internet Movie Database,tt3138070
 6.0/10, Internet Movie Database,tt0443559
43%, Rotten Tomatoes,tt0443559
 6.7/10, Internet Movie Database,tt1456472
64%, Rotten Tomatoes,tt1456472
 64/100, Metacritic,tt1456472
 5.8/10, Internet Movie Database,tt0053654
 5.6/10, Internet Movie Database,tt0182161
 7.8/10, Internet Movie Database,tt0382354
 7.2/10, Internet Movie Database,tt0899279
 6.3/10, Internet Movie Database,tt2625270
 5.6/10, Internet Movie Database,tt1722516
 7.5/10, Internet Movie Database,tt0840042
 5.4/10, Internet Movie Database,tt1253837
 4.4/10, Internet Movie Database,tt0195749
 6.2/10, Internet Movie Database,tt0218908
 4.1/10, Internet Movie Database,tt2040569
 6.3/10, Internet Movie Database,tt0233493
 4.6/10, Internet Movie Database,tt1347194
91%, Rotten Tomatoes,tt1347194
 7.6/10, Internet Movie Database,tt4483100
 6.8/10, Internet Movie Database,tt0386832
 8.2/10, Internet Movie Database,tt0104176
 7.8/10, Internet Movie Database,tt0783552
 7.7/10, Internet Movie Database,tt0136765
 6.4/10, Internet Movie Database,tt0070071
 9.4/10, Internet Movie Database,tt2918226
 5.5/10, Internet Movie Database,tt0060646
 7.1/10, Internet Movie Database,tt1686059
 6.4/10, Internet Movie Database,tt0475517
 4.4/10, Internet Movie Database,tt0061962
 4.6/10, Internet Movie Database,tt0025306
 5.8/10, Internet Movie Database,tt0022167
 6.3/10, Internet Movie Database,tt1977731
 5.8/10, Internet Movie Database,tt1037253
 6.0/10, Internet Movie Database,tt0173954
 4.9/10, Internet Movie Database,tt0134591
 5.8/10, Internet Movie Database,tt1305618
 6.0/10, Internet Movie Database,tt0142513
 7.0/10, Internet Movie Database,tt3996070
 6.5/10, Internet Movie Database,tt0096931
 5.0/10, Internet Movie Database,tt0337643
 6.6/10, Internet Movie Database,tt4685554
 3.8/10, Internet Movie Database,tt0464330
 4.6/10, Internet Movie Database,tt0092051
 5.3/10, Internet Movie Database,tt3457360
 5.5/10, Internet Movie Database,tt0319976
 4.7/10, Internet Movie Database,tt1210117
 2.2/10, Internet Movie Database,tt4717194
 5.1/10, Internet Movie Database,tt0818798
 8.1/10, Internet Movie Database,tt0161915
 3.5/10, Internet Movie Database,tt0070526
 6.2/10, Internet Movie Database,tt0328757
 5.8/10, Internet Movie Database,tt0151378
 8.2/10, Internet Movie Database,tt1905052
 5.3/10, Internet Movie Database,tt0765830
 8.7/10, Internet Movie Database,tt0331624
 4.4/10, Internet Movie Database,tt0353302
 6.2/10, Internet Movie Database,tt2390283
 7.7/10, Internet Movie Database,tt0040262
 7.3/10, Internet Movie Database,tt4746370
 6.4/10, Internet Movie Database,tt0145713
 7.0/10, Internet Movie Database,tt1194418
 7.1/10, Internet Movie Database,tt0062168
80%, Rotten Tomatoes,tt0062168
 8.3/10, Internet Movie Database,tt0283256
 5.8/10, Internet Movie Database,tt0291060
 5.5/10, Internet Movie Database,tt0387015
 7.2/10, Internet Movie Database,tt1638952
 4.5/10, Internet Movie Database,tt0285214
 5.6/10, Internet Movie Database,tt1486754
 4.2/10, Internet Movie Database,tt2353955
 7.1/10, Internet Movie Database,tt0307108
 8.1/10, Internet Movie Database,tt0907736
 5.4/10, Internet Movie Database,tt0161832
 3.6/10, Internet Movie Database,tt0369058
 4.0/10, Internet Movie Database,tt0440665
 7.9/10, Internet Movie Database,tt0221186
 7.3/10, Internet Movie Database,tt0346580
 5.2/10, Internet Movie Database,tt2035465
 6.5/10, Internet Movie Database,tt0127229
 4.5/10, Internet Movie Database,tt0054475
 7.4/10, Internet Movie Database,tt1659187
 7.0/10, Internet Movie Database,tt0023802
 6.6/10, Internet Movie Database,tt0117921
 3.1/10, Internet Movie Database,tt0385789
 7.8/10, Internet Movie Database,tt2202541
 8.0/10, Internet Movie Database,tt1672828
 6.1/10, Internet Movie Database,tt1392091
 6.3/10, Internet Movie Database,tt0380477
 4.9/10, Internet Movie Database,tt0100210
 8.0/10, Internet Movie Database,tt5269974
 6.5/10, Internet Movie Database,tt0179737
 5.6/10, Internet Movie Database,tt1285240
 5.6/10, Internet Movie Database,tt0365814
 5.0/10, Internet Movie Database,tt0082101
 7.5/10, Internet Movie Database,tt0180077
 6.9/10, Internet Movie Database,tt0035431
 8.7/10, Internet Movie Database,tt1326839
 7.1/10, Internet Movie Database,tt0822806
 5.4/10, Internet Movie Database,tt2562726
 5.7/10, Internet Movie Database,tt0403218
 5.9/10, Internet Movie Database,tt1134801
 6.8/10, Internet Movie Database,tt3401190
 6.8/10, Internet Movie Database,tt0114889
 6.6/10, Internet Movie Database,tt0030658
 5.5/10, Internet Movie Database,tt0413751
 7.0/10, Internet Movie Database,tt0397410
 9.4/10, Internet Movie Database,tt0446017
 7.8/10, Internet Movie Database,tt3138040
 5.6/10, Internet Movie Database,tt1324053
 6.4/10, Internet Movie Database,tt0075827
 5.8/10, Internet Movie Database,tt0169594
 8.1/10, Internet Movie Database,tt2290623
 7.5/10, Internet Movie Database,tt0285517
 6.2/10, Internet Movie Database,tt0340148
 5.4/10, Internet Movie Database,tt0289686
 7.1/10, Internet Movie Database,tt1783356
 5.7/10, Internet Movie Database,tt0082042
44%, Rotten Tomatoes,tt0082042
 7.8/10, Internet Movie Database,tt1579969
 7.6/10, Internet Movie Database,tt1568168
 6.5/10, Internet Movie Database,tt0123443
 8.2/10, Internet Movie Database,tt0484174
 8.4/10, Internet Movie Database,tt2566376
 6.2/10, Internet Movie Database,tt0025038
 5.2/10, Internet Movie Database,tt2192242
 6.2/10, Internet Movie Database,tt0214967
 7.5/10, Internet Movie Database,tt2073508
 4.4/10, Internet Movie Database,tt1966627
 6.9/10, Internet Movie Database,tt0077847
 7.8/10, Internet Movie Database,tt0482024
 8.9/10, Internet Movie Database,tt1367010
 8.7/10, Internet Movie Database,tt0303303
 6.1/10, Internet Movie Database,tt0072608
 7.0/10, Internet Movie Database,tt2137371
 7.2/10, Internet Movie Database,tt1027676
 6.3/10, Internet Movie Database,tt0157644
 5.1/10, Internet Movie Database,tt1378651
 6.9/10, Internet Movie Database,tt1605756
 6.2/10, Internet Movie Database,tt0030473
 6.7/10, Internet Movie Database,tt0048034
 5.0/10, Internet Movie Database,tt1411865
 6.9/10, Internet Movie Database,tt1928243
 4.2/10, Internet Movie Database,tt3450290
 6.0/10, Internet Movie Database,tt0140193
 4.0/10, Internet Movie Database,tt1507989
 7.1/10, Internet Movie Database,tt1946438
 8.2/10, Internet Movie Database,tt0940896
 2.2/10, Internet Movie Database,tt0758755
 6.5/10, Internet Movie Database,tt0869055
 6.7/10, Internet Movie Database,tt2119541
 4.2/10, Internet Movie Database,tt1672131
 9.0/10, Internet Movie Database,tt2394087
 8.6/10, Internet Movie Database,tt0439849
 5.8/10, Internet Movie Database,tt0363437
 5.7/10, Internet Movie Database,tt1314653
 8.5/10, Internet Movie Database,tt0167237
 6.9/10, Internet Movie Database,tt0808507
 6.4/10, Internet Movie Database,tt0419236
 4.8/10, Internet Movie Database,tt6340158
 7.3/10, Internet Movie Database,tt0307387
 6.9/10, Internet Movie Database,tt1322313
91%, Rotten Tomatoes,tt1322313
 70/100, Metacritic,tt1322313
 6.4/10, Internet Movie Database,tt3107786
 6.1/10, Internet Movie Database,tt2397607
 4.6/10, Internet Movie Database,tt0257684
 5.3/10, Internet Movie Database,tt0166983
 6.6/10, Internet Movie Database,tt0449057
 6.3/10, Internet Movie Database,tt0022113
 6.0/10, Internet Movie Database,tt0182102
 6.2/10, Internet Movie Database,tt2153588
 6.4/10, Internet Movie Database,tt0084674
 4.8/10, Internet Movie Database,tt0167159
 4.5/10, Internet Movie Database,tt0780625
 6.4/10, Internet Movie Database,tt0306920
 7.6/10, Internet Movie Database,tt0043132
100%, Rotten Tomatoes,tt0043132
 6.9/10, Internet Movie Database,tt0113899
 7.4/10, Internet Movie Database,tt0136399
 8.1/10, Internet Movie Database,tt1541725
 5.9/10, Internet Movie Database,tt0099660
 4.5/10, Internet Movie Database,tt7048676
 7.1/10, Internet Movie Database,tt3508850
 8.2/10, Internet Movie Database,tt1520417
 6.7/10, Internet Movie Database,tt0391502
 8.4/10, Internet Movie Database,tt0237426
 5.2/10, Internet Movie Database,tt0433424
 5.3/10, Internet Movie Database,tt1117964
 6.0/10, Internet Movie Database,tt0110892
63%, Rotten Tomatoes,tt0110892
 5.2/10, Internet Movie Database,tt2490004
 7.5/10, Internet Movie Database,tt1336009
 6.3/10, Internet Movie Database,tt0077807
80%, Rotten Tomatoes,tt0077807
